graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
fbA MRepLM random 8 1 1 357059 43057511 0 11.716727 98.983563 240 32311 29135360668.00
fbA MRepLM random 8 1 2 357059 43057511 0 11.152597 97.960608 240 32314 29135361192.00
fbA MRepLM random 8 16 0 357059 2693549 40363962 2.597097 7.125792 235 32302 29135365247.00
fbA MRepLM random 8 16 1 357059 2693409 40364102 2.605444 7.219569 240 32311 29135360668.00
fbA MRepLM random 8 16 2 357059 2693762 40363749 2.543807 7.038643 240 32314 29135361192.00
fbA MRepLM random 8 32 0 357059 1347533 41709978 2.310293 4.878690 235 32302 29135365247.00
fbA MRepLM random 8 32 1 357059 1346507 41711004 2.652047 6.802707 240 32311 29135360668.00
fbA MRepLM random 8 32 2 357059 1346563 41710948 3.047451 6.948002 240 32314 29135361192.00
fbA MRepLM random 8 4 0 357059 10763443 32294068 3.839648 24.892102 235 32302 29135365247.00
fbA MRepLM random 8 4 1 357059 10771595 32285916 3.620457 21.940745 240 32311 29135360668.00
fbA MRepLM random 8 4 2 357059 10764721 32292790 3.621619 21.963697 240 32314 29135361192.00
fbA MRepLM random 8 8 0 357059 5384110 37673401 3.074431 12.131428 235 32302 29135365247.00
fbA MRepLM random 8 8 1 357059 5383848 37673663 3.146950 12.296000 240 32311 29135360668.00
fbA MRepLM random 8 8 2 357059 5383808 37673703 3.119145 12.234355 240 32314 29135361192.00
fbC kMM diststream 16 16 0 990023 3359180 37295531 39.359403 4.035119 82 59430 364678975647.00
fbC kMM diststream 16 16 1 990023 3253231 37401480 40.125455 4.118213 82 59432 364713912171.00
fbC kMM diststream 16 16 2 990023 3319959 37334752 39.249125 4.050482 77 59437 364532848392.00
fbC kMM diststream 16 32 0 990023 1893660 38761051 32.104353 4.230915 83 59430 364799751169.00
fbC kMM diststream 16 32 1 990023 1962488 38692223 34.101639 3.829340 78 59439 364694395199.00
fbC kMM diststream 16 32 2 990023 1875888 38778823 33.286189 3.841037 79 59451 364564917240.00
fbC kMM diststream 16 4 0 990023 10528764 30125947 66.870872 5.771246 75 59436 364642710773.00
fbC kMM diststream 16 4 1 990023 10743929 29910782 66.235780 5.373646 81 59436 364604256219.00
fbC kMM diststream 16 4 2 990023 10718353 29936358 67.081066 5.279534 77 59451 364680497102.00
fbC kMM diststream 16 8 0 990023 5482146 35172565 49.776035 3.974889 77 59440 364572010709.00
fbC kMM diststream 16 8 1 990023 5942714 34711997 50.008178 4.362881 75 59452 364743545787.00
fbC kMM diststream 16 8 2 990023 5630596 35024115 52.746551 4.666406 79 59440 364818625069.00
fbC kMM diststream 32 16 0 990023 3359180 37295531 39.144414 5.587288 87 116292 414575218794.00
fbC kMM diststream 32 16 1 990023 3253231 37401480 39.273413 5.787471 83 116296 414579685105.00
fbC kMM diststream 32 16 2 990023 3319959 37334752 39.068478 6.028549 90 116258 414580624899.00
fbC kMM diststream 32 32 0 990023 1893660 38761051 31.773977 4.916437 89 116268 414580832415.00
fbC kMM diststream 32 32 1 990023 1962488 38692223 32.817437 4.893288 91 116291 414584514115.00
fbC kMM diststream 32 32 2 990023 1875888 38778823 32.363702 4.540409 90 116278 414579431225.00
fbC kMM diststream 32 4 0 990023 10528764 30125947 66.304042 7.725929 88 116281 414583442429.00
fbC kMM diststream 32 4 1 990023 10743929 29910782 67.211116 7.675234 89 116297 414585126236.00
fbC kMM diststream 32 4 2 990023 10718353 29936358 66.627579 7.433561 85 116269 414575637950.00
fbC kMM diststream 32 8 0 990023 5482146 35172565 49.635674 5.944111 89 116272 414571666297.00
fbC kMM diststream 32 8 1 990023 5942714 34711997 50.003320 5.989163 88 116278 414585217573.00
fbC kMM diststream 32 8 2 990023 5630596 35024115 51.773552 5.849236 88 116290 414584832883.00
fbC kMM diststream 4 16 0 990023 3359180 37295531 39.549698 1.386982 45 16763 137335715938.00
fbC kMM diststream 4 16 1 990023 3253231 37401480 38.874706 1.414554 49 16748 137248342178.00
fbC kMM diststream 4 16 2 990023 3319959 37334752 40.276162 1.295801 39 16765 137190642136.00
fbC kMM diststream 4 32 0 990023 1893660 38761051 33.014316 1.507115 42 16756 137132523610.00
fbC kMM diststream 4 32 1 990023 1962488 38692223 33.057685 1.414197 41 16751 137249082007.00
fbC kMM diststream 4 32 2 990023 1875888 38778823 33.131853 1.569496 46 16769 137072056949.00
fbC kMM diststream 4 4 0 990023 10528764 30125947 66.113179 1.758380 44 16757 137118062159.00
fbC kMM diststream 4 4 1 990023 10743929 29910782 64.384511 1.796824 44 16754 137350368056.00
fbC kMM diststream 4 4 2 990023 10718353 29936358 66.605504 1.674312 43 16757 137302473944.00
fbC kMM diststream 4 8 0 990023 5482146 35172565 50.422435 1.355932 42 16754 137161367638.00
fbC kMM diststream 4 8 1 990023 5942714 34711997 49.245416 1.314001 45 16755 137197076032.00
fbC kMM diststream 4 8 2 990023 5630596 35024115 50.358485 1.490405 40 16760 137211602410.00
fbC kMM diststream 8 16 0 990023 3359180 37295531 39.126350 2.505082 62 31011 237911517802.00
fbC kMM diststream 8 16 1 990023 3253231 37401480 39.641936 2.213990 61 31020 238076095925.00
fbC kMM diststream 8 16 2 990023 3319959 37334752 39.284759 2.350014 60 31015 238133153894.00
fbC kMM diststream 8 32 0 990023 1893660 38761051 32.557214 2.493837 65 31011 238223244376.00
fbC kMM diststream 8 32 1 990023 1962488 38692223 33.035248 2.517804 61 31021 238307953397.00
fbC kMM diststream 8 32 2 990023 1875888 38778823 33.140804 2.514960 61 31016 237985840509.00
fbC kMM diststream 8 4 0 990023 10528764 30125947 66.866046 3.369925 62 31018 238095058105.00
fbC kMM diststream 8 4 1 990023 10743929 29910782 66.556498 3.054090 64 31017 237878494459.00
fbC kMM diststream 8 4 2 990023 10718353 29936358 66.195447 2.935625 66 31023 238154244589.00
fbC kMM diststream 8 8 0 990023 5482146 35172565 49.932103 2.362147 59 31018 238101995381.00
fbC kMM diststream 8 8 1 990023 5942714 34711997 50.565449 2.333255 62 31015 238289896895.00
fbC kMM diststream 8 8 2 990023 5630596 35024115 51.466906 2.478155 67 31018 238331240434.00
fbC kMM random 16 1 0 990023 40654711 0 5.271021 34.049109 74 59441 364750241343.00
fbC kMM random 16 1 1 990023 40654711 0 10.672610 36.913525 74 59441 364750241343.00
fbC kMM random 16 1 2 990023 40654711 0 13.187066 37.021741 74 59441 364750241343.00
fbC kMM random 16 16 0 990023 2536958 38117753 2.566007 3.503339 85 59447 364659846607.00
fbC kMM random 16 16 1 990023 2538977 38115734 2.603233 3.477215 81 59452 364601022542.00
fbC kMM random 16 16 2 990023 2540435 38114276 2.595099 3.481699 78 59421 364420395705.00
fbC kMM random 16 32 0 990023 1269367 39385344 2.546750 3.263272 84 59431 364659121120.00
fbC kMM random 16 32 1 990023 1271924 39382787 2.663063 3.363310 74 59436 364656686348.00
fbC kMM random 16 32 2 990023 1270715 39383996 2.586997 3.167299 83 59449 364549074364.00
fbC kMM random 16 4 0 990023 10159692 30495019 4.340456 5.646141 81 59438 364580294725.00
fbC kMM random 16 4 1 990023 10161134 30493577 4.325474 5.570320 78 59448 364770050904.00
fbC kMM random 16 4 2 990023 10164936 30489775 4.464514 5.549193 74 59431 364624501788.00
fbC kMM random 16 8 0 990023 5077237 35577474 3.102846 3.866678 80 59429 364484527099.00
fbC kMM random 16 8 1 990023 5079579 35575132 3.143737 3.740548 78 59462 364586856393.00
fbC kMM random 16 8 2 990023 5081596 35573115 3.342074 3.870112 79 59444 364567841879.00
fbC kMM random 32 1 0 990023 40654711 0 4.980105 45.218883 82 116279 414587300786.00
fbC kMM random 32 1 1 990023 40654711 0 11.109954 53.441511 82 116279 414587300786.00
fbC kMM random 32 1 2 990023 40654711 0 11.691510 51.593323 82 116279 414587300786.00
